Code_recycling,Area,Year,Recycling_Rates,Per_Capita_Recycling,Per_Capita_Reuse,Area_km2,Population,Population_Density,Reuse_Facility_Density,Resource_Recovery_Efficiency,Reuse_Coverage,Number of Reuse Organisations,Number of Charity Shops - 2007,Re-use Activity Weight (tonnes),London_Status,Region_and_Borough,Postcode,recycling_ranking,Code_reuse
E09000027,Richmond upon Thames,2003,24,0.117 %/person,NaN,57.4,204900,"3,570",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,D,00BD
E09000027,Richmond upon Thames,2004,24,0.117 %/person,NaN,57.4,204300,"3,559",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,D,00BD
E09000027,Richmond upon Thames,2005,29,0.142 %/person,NaN,57.4,203700,"3,549",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,D,00BD
E09000027,Richmond upon Thames,2006,32,0.158 %/person,NaN,57.4,203100,"3,538",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,C,00BD
E09000027,Richmond upon Thames,2007,36,0.178 %/person,0.637 kg,57.4,202500,"3,528",3.5%,224.7%,66.2%,2,38,129,Outer London,South West,SW13,B,00BD
E09000027,Richmond upon Thames,2008,42,0.208 %/person,NaN,57.4,201900,"3,517",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,B,00BD
E09000027,Richmond upon Thames,2009,43,0.214 %/person,NaN,57.4,201100,"3,503",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,A,00BD
E09000027,Richmond upon Thames,2010,43,0.231 %/person,NaN,57.4,186300,"3,246",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,A,00BD
E09000027,Richmond upon Thames,2011,45,0.240 %/person,NaN,57.4,187500,"3,267",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,A,00BD
E09000027,Richmond upon Thames,2012,46,0.243 %/person,NaN,57.4,189000,"3,293",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,A,00BD
E09000027,Richmond upon Thames,2013,43,0.225 %/person,NaN,57.4,191100,"3,329",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,A,00BD
E09000027,Richmond upon Thames,2014,41,0.212 %/person,NaN,57.4,193300,"3,368",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,B,00BD
E09000027,Richmond upon Thames,2015,41,0.211 %/person,NaN,57.4,194100,"3,382",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,B,00BD
E09000027,Richmond upon Thames,2016,42,0.215 %/person,NaN,57.4,195200,"3,401",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,B,00BD
E09000027,Richmond upon Thames,2017,42,0.215 %/person,NaN,57.4,195700,"3,409",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,B,00BD
E09000027,Richmond upon Thames,2018,43,0.218 %/person,NaN,57.4,196900,"3,430",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,A,00BD
E09000027,Richmond upon Thames,2019,44,0.222 %/person,NaN,57.4,198000,"3,449",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,A,00BD
E09000027,Richmond upon Thames,2020,40,0.201 %/person,NaN,57.4,198900,"3,465",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,B,00BD
E09000027,Richmond upon Thames,2021,41,0.205 %/person,NaN,57.4,199700,"3,479",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,B,00BD
E09000027,Richmond upon Thames,2022,40,0.200 %/person,NaN,57.4,200400,"3,491",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SW13,B,00BD
E12000008,South East,2003,23,0.003 %/person,NaN,19096.0,8500000,445,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,E,
E12000008,South East,2004,26,0.003 %/person,NaN,19096.0,8559500,448,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,D,
E12000008,South East,2005,29,0.003 %/person,NaN,19096.0,8619416,451,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,D,
E12000008,South East,2006,33,0.004 %/person,NaN,19096.0,8679752,455,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,C,
E12000008,South East,2007,36,0.004 %/person,NaN,19096.0,8740510,458,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000008,South East,2008,38,0.004 %/person,NaN,19096.0,8801694,461,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000008,South East,2009,40,0.005 %/person,NaN,19096.0,8863306,464,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000008,South East,2010,41,0.005 %/person,NaN,19096.0,8925349,467,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000008,South East,2011,43,0.005 %/person,NaN,19096.0,8987826,471,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000008,South East,2012,43,0.005 %/person,NaN,19096.0,9050741,474,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000008,South East,2013,44,0.005 %/person,NaN,19096.0,9114096,477,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000008,South East,2014,45,0.005 %/person,NaN,19096.0,9177895,481,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000008,South East,2015,45,0.005 %/person,NaN,19096.0,9242140,484,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000008,South East,2016,46,0.005 %/person,NaN,19096.0,9306835,487,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000008,South East,2017,47,0.005 %/person,NaN,19096.0,9371983,491,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000008,South East,2018,47,0.005 %/person,NaN,19096.0,9437587,494,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000008,South East,2019,48,0.005 %/person,NaN,19096.0,9503650,498,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000008,South East,2020,46,0.005 %/person,NaN,19096.0,9570176,501,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000008,South East,2021,46,0.005 %/person,NaN,19096.0,9637167,505,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000008,South East,2022,45,0.005 %/person,NaN,19096.0,9704627,508,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000009,South West,2003,21,0.004 %/person,NaN,23829.0,5200000,218,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,E,
E12000009,South West,2004,27,0.005 %/person,NaN,23829.0,5225999,219,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,D,
E12000009,South West,2005,31,0.006 %/person,NaN,23829.0,5252129,220,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,C,
E12000009,South West,2006,37,0.007 %/person,NaN,23829.0,5278390,222,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000009,South West,2007,40,0.008 %/person,NaN,23829.0,5304782,223,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000009,South West,2008,42,0.008 %/person,NaN,23829.0,5331306,224,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,B,
E12000009,South West,2009,43,0.008 %/person,NaN,23829.0,5357963,225,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000009,South West,2010,47,0.009 %/person,NaN,23829.0,5384752,226,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000009,South West,2011,47,0.009 %/person,NaN,23829.0,5411676,227,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000009,South West,2012,47,0.009 %/person,NaN,23829.0,5438735,228,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000009,South West,2013,47,0.009 %/person,NaN,23829.0,5465928,229,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000009,South West,2014,48,0.009 %/person,NaN,23829.0,5493258,231,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000009,South West,2015,48,0.009 %/person,NaN,23829.0,5520724,232,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000009,South West,2016,48,0.009 %/person,NaN,23829.0,5548328,233,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000009,South West,2017,49,0.009 %/person,NaN,23829.0,5576069,234,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000009,South West,2018,50,0.009 %/person,NaN,23829.0,5603950,235,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000009,South West,2019,50,0.009 %/person,NaN,23829.0,5631969,236,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000009,South West,2020,49,0.009 %/person,NaN,23829.0,5660129,238,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000009,South West,2021,49,0.009 %/person,NaN,23829.0,5688430,239,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E12000009,South West,2022,48,0.008 %/person,NaN,23829.0,5716872,240,NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Non-London,Part of England,N/A,A,
E09000028,Southwark,2003,7,0.023 %/person,NaN,28.9,308500,"10,675",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,E,00BE
E09000028,Southwark,2004,11,0.036 %/person,NaN,28.9,307400,"10,637",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,E,00BE
E09000028,Southwark,2005,15,0.049 %/person,NaN,28.9,306200,"10,595",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,E,00BE
E09000028,Southwark,2006,18,0.059 %/person,NaN,28.9,304900,"10,550",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,E,00BE
E09000028,Southwark,2007,20,0.066 %/person,0.643 kg,28.9,303500,"10,502",20.8%,674.7%,48.4%,6,14,195,Core London,South East,SE1,E,00BE
E09000028,Southwark,2008,21,0.070 %/person,NaN,28.9,301800,"10,443",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,E,00BE
E09000028,Southwark,2009,22,0.073 %/person,NaN,28.9,300000,"10,381",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,E,00BE
E09000028,Southwark,2010,25,0.088 %/person,NaN,28.9,283800,"9,820",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,D,00BE
E09000028,Southwark,2011,27,0.094 %/person,NaN,28.9,288700,"9,990",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,D,00BE
E09000028,Southwark,2012,30,0.102 %/person,NaN,28.9,293400,"10,152",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,C,00BE
E09000028,Southwark,2013,34,0.114 %/person,NaN,28.9,298700,"10,336",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,C,00BE
E09000028,Southwark,2014,35,0.116 %/person,NaN,28.9,302800,"10,478",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,C,00BE
E09000028,Southwark,2015,35,0.113 %/person,NaN,28.9,308400,"10,671",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,C,00BE
E09000028,Southwark,2016,34,0.109 %/person,NaN,28.9,311700,"10,785",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,C,00BE
E09000028,Southwark,2017,35,0.111 %/person,NaN,28.9,314200,"10,872",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,C,00BE
E09000028,Southwark,2018,35,0.110 %/person,NaN,28.9,317300,"10,979",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,C,00BE
E09000028,Southwark,2019,35,0.110 %/person,NaN,28.9,318800,"11,031",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,C,00BE
E09000028,Southwark,2020,33,0.103 %/person,NaN,28.9,321300,"11,118",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,C,00BE
E09000028,Southwark,2021,36,0.111 %/person,NaN,28.9,323300,"11,187",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,B,00BE
E09000028,Southwark,2022,32,0.098 %/person,NaN,28.9,325300,"11,256",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South East,SE1,C,00BE
E09000029,Sutton,2003,25,0.120 %/person,NaN,43.8,207600,"4,740",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,D,00BF
E09000029,Sutton,2004,28,0.135 %/person,NaN,43.8,207800,"4,744",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,D,00BF
E09000029,Sutton,2005,29,0.139 %/person,NaN,43.8,208100,"4,751",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,D,00BF
E09000029,Sutton,2006,30,0.144 %/person,NaN,43.8,208100,"4,751",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,C,00BF
E09000029,Sutton,2007,32,0.154 %/person,1.345 kg,43.8,208200,"4,753",4.6%,639.3%,50.2%,2,22,280,Outer London,South West,SM1,C,00BF
E09000029,Sutton,2008,32,0.154 %/person,NaN,43.8,208000,"4,749",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,C,00BF
E09000029,Sutton,2009,38,0.183 %/person,NaN,43.8,207700,"4,742",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,B,00BF
E09000029,Sutton,2010,38,0.201 %/person,NaN,43.8,189300,"4,322",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,B,00BF
E09000029,Sutton,2011,37,0.194 %/person,NaN,43.8,191100,"4,363",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,B,00BF
E09000029,Sutton,2012,37,0.191 %/person,NaN,43.8,193500,"4,418",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,B,00BF
E09000029,Sutton,2013,37,0.189 %/person,NaN,43.8,195800,"4,470",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,B,00BF
E09000029,Sutton,2014,38,0.192 %/person,NaN,43.8,198000,"4,521",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,B,00BF
E09000029,Sutton,2015,35,0.175 %/person,NaN,43.8,199900,"4,564",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,C,00BF
E09000029,Sutton,2016,37,0.183 %/person,NaN,43.8,201900,"4,610",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,B,00BF
E09000029,Sutton,2017,50,0.246 %/person,NaN,43.8,203200,"4,639",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,A,00BF
E09000029,Sutton,2018,49,0.240 %/person,NaN,43.8,204500,"4,669",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,A,00BF
E09000029,Sutton,2019,49,0.238 %/person,NaN,43.8,206300,"4,710",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,A,00BF
E09000029,Sutton,2020,46,0.222 %/person,NaN,43.8,207400,"4,735",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,A,00BF
E09000029,Sutton,2021,44,0.211 %/person,NaN,43.8,208500,"4,760",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,A,00BF
E09000029,Sutton,2022,43,0.205 %/person,NaN,43.8,209500,"4,783",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,South West,SM1,A,00BF
E09000030,Tower Hamlets,2003,5,0.018 %/person,NaN,19.8,277000,"13,990",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,E,00BG
E09000030,Tower Hamlets,2004,7,0.025 %/person,NaN,19.8,275800,"13,929",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,E,00BG
E09000030,Tower Hamlets,2005,9,0.033 %/person,NaN,19.8,274400,"13,859",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,E,00BG
E09000030,Tower Hamlets,2006,12,0.044 %/person,NaN,19.8,273300,"13,803",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,E,00BG
E09000030,Tower Hamlets,2007,13,0.048 %/person,0.360 kg,19.8,272200,"13,747",20.2%,494.9%,20.2%,4,4,98,Core London,East,E1,E,00BG
E09000030,Tower Hamlets,2008,19,0.070 %/person,NaN,19.8,270900,"13,682",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,E,00BG
E09000030,Tower Hamlets,2009,26,0.096 %/person,NaN,19.8,269500,"13,611",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,D,00BG
E09000030,Tower Hamlets,2010,25,0.101 %/person,NaN,19.8,248500,"12,551",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,D,00BG
E09000030,Tower Hamlets,2011,27,0.105 %/person,NaN,19.8,256000,"12,929",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,D,00BG
E09000030,Tower Hamlets,2012,28,0.106 %/person,NaN,19.8,263600,"13,313",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,D,00BG
E09000030,Tower Hamlets,2013,28,0.102 %/person,NaN,19.8,273600,"13,818",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,D,00BG
E09000030,Tower Hamlets,2014,28,0.098 %/person,NaN,19.8,284600,"14,374",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,D,00BG
E09000030,Tower Hamlets,2015,27,0.092 %/person,NaN,19.8,293800,"14,838",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,D,00BG
E09000030,Tower Hamlets,2016,28,0.093 %/person,NaN,19.8,300900,"15,197",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,D,00BG
E09000030,Tower Hamlets,2017,26,0.084 %/person,NaN,19.8,308000,"15,556",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,D,00BG
E09000030,Tower Hamlets,2018,23,0.072 %/person,NaN,19.8,317700,"16,045",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,E,00BG
E09000030,Tower Hamlets,2019,22,0.068 %/person,NaN,19.8,324700,"16,399",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,E,00BG
E09000030,Tower Hamlets,2020,19,0.058 %/person,NaN,19.8,330100,"16,672",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,E,00BG
E09000030,Tower Hamlets,2021,20,0.060 %/person,NaN,19.8,334000,"16,869",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,E,00BG
E09000030,Tower Hamlets,2022,18,0.053 %/person,NaN,19.8,337900,"17,066",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,East,E1,E,00BG
E09000031,Waltham Forest,2003,12,0.041 %/person,NaN,38.8,290600,"7,490",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,E,00BH
E09000031,Waltham Forest,2004,18,0.062 %/person,NaN,38.8,289800,"7,469",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,E,00BH
E09000031,Waltham Forest,2005,22,0.076 %/person,NaN,38.8,288900,"7,446",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,E,00BH
E09000031,Waltham Forest,2006,28,0.097 %/person,NaN,38.8,287900,"7,420",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,D,00BH
E09000031,Waltham Forest,2007,30,0.105 %/person,0.220 kg,38.8,286800,"7,392",12.9%,162.4%,46.4%,5,18,63,Outer London,North East,E1,C,00BH
E09000031,Waltham Forest,2008,28,0.098 %/person,NaN,38.8,285400,"7,356",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,D,00BH
E09000031,Waltham Forest,2009,28,0.099 %/person,NaN,38.8,283900,"7,317",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,D,00BH
E09000031,Waltham Forest,2010,27,0.106 %/person,NaN,38.8,254000,"6,546",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,D,00BH
E09000031,Waltham Forest,2011,27,0.104 %/person,NaN,38.8,259700,"6,693",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,D,00BH
E09000031,Waltham Forest,2012,31,0.118 %/person,NaN,38.8,262500,"6,765",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,C,00BH
E09000031,Waltham Forest,2013,33,0.124 %/person,NaN,38.8,265700,"6,848",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,C,00BH
E09000031,Waltham Forest,2014,36,0.134 %/person,NaN,38.8,267800,"6,902",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,B,00BH
E09000031,Waltham Forest,2015,35,0.129 %/person,NaN,38.8,270700,"6,977",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,C,00BH
E09000031,Waltham Forest,2016,34,0.124 %/person,NaN,38.8,274200,"7,067",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,C,00BH
E09000031,Waltham Forest,2017,32,0.116 %/person,NaN,38.8,275500,"7,101",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,C,00BH
E09000031,Waltham Forest,2018,32,0.116 %/person,NaN,38.8,276700,"7,131",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,C,00BH
E09000031,Waltham Forest,2019,32,0.116 %/person,NaN,38.8,277000,"7,139",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,C,00BH
E09000031,Waltham Forest,2020,32,0.115 %/person,NaN,38.8,279000,"7,191",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,C,00BH
E09000031,Waltham Forest,2021,32,0.114 %/person,NaN,38.8,280300,"7,224",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,C,00BH
E09000031,Waltham Forest,2022,33,0.117 %/person,NaN,38.8,281700,"7,260",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Outer London,North East,E1,C,00BH
E09000032,Wandsworth,2003,18,0.064 %/person,NaN,34.3,282000,"8,222",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,E,00BJ
E09000032,Wandsworth,2004,17,0.061 %/person,NaN,34.3,280300,"8,172",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,E,00BJ
E09000032,Wandsworth,2005,21,0.075 %/person,NaN,34.3,278400,"8,117",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,E,00BJ
E09000032,Wandsworth,2006,23,0.083 %/person,NaN,34.3,276600,"8,064",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,E,00BJ
E09000032,Wandsworth,2007,25,0.091 %/person,0.200 kg,34.3,274700,"8,009",14.6%,160.3%,113.7%,5,39,55,Core London,South West,SW18,D,00BJ
E09000032,Wandsworth,2008,27,0.099 %/person,NaN,34.3,272500,"7,945",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,D,00BJ
E09000032,Wandsworth,2009,25,0.092 %/person,NaN,34.3,270400,"7,883",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,D,00BJ
E09000032,Wandsworth,2010,27,0.089 %/person,NaN,34.3,302600,"8,822",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,D,00BJ
E09000032,Wandsworth,2011,28,0.091 %/person,NaN,34.3,307700,"8,971",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,D,00BJ
E09000032,Wandsworth,2012,24,0.078 %/person,NaN,34.3,309500,"9,023",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,D,00BJ
E09000032,Wandsworth,2013,20,0.064 %/person,NaN,34.3,313100,"9,128",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,E,00BJ
E09000032,Wandsworth,2014,21,0.066 %/person,NaN,34.3,316500,"9,227",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,E,00BJ
E09000032,Wandsworth,2015,21,0.066 %/person,NaN,34.3,319500,"9,315",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,E,00BJ
E09000032,Wandsworth,2016,22,0.068 %/person,NaN,34.3,321500,"9,373",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,E,00BJ
E09000032,Wandsworth,2017,22,0.068 %/person,NaN,34.3,323300,"9,426",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,E,00BJ
E09000032,Wandsworth,2018,23,0.070 %/person,NaN,34.3,326500,"9,519",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,E,00BJ
E09000032,Wandsworth,2019,24,0.073 %/person,NaN,34.3,329700,"9,612",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,D,00BJ
E09000032,Wandsworth,2020,24,0.072 %/person,NaN,34.3,331600,"9,668",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,D,00BJ
E09000032,Wandsworth,2021,23,0.069 %/person,NaN,34.3,333500,"9,723",NaN%,NaN%,NaN%,Unknown,Unknown,Unknown,Core London,South West,SW18,E,00BJ
